,logFC,AveExpr,t,P.Value,adj.P.Val,B,gene
MYH7B,-0.760674814007668,-0.516897959694108,-1.04436114062985,0.303574564469619,0.586291415997561,-5.17012129214483,MYH7B
MLX,-0.0973230744034632,6.94843836301287,-1.04431235137919,0.303596807908134,0.586291415997561,-6.75860820930838,MLX
XPR1,-0.255564246548181,4.6491846182341,-1.04430065602723,0.303602140087537,0.586291415997561,-6.16398457334156,XPR1
PXMP2,-0.266514914618159,3.67095612583001,-1.04382090274895,0.303820926606322,0.586619727772393,-5.8841219400576,PXMP2
TAF3,-0.242946138141842,3.98213729197711,-1.04338866202553,0.304018139127821,0.586881831937231,-5.92594590290097,TAF3
ALG1,-0.162906550049175,5.86246105725289,-1.04330053893795,0.304058356725299,0.586881831937231,-6.45212017671588,ALG1
ZBTB26,0.333929728650985,3.4757228615579,1.04320258302648,0.304103066153889,0.586881831937231,-5.83139227292766,ZBTB26
NDUFB1,-0.175845221631304,5.49277492858976,-1.04307315114966,0.304162148958105,0.586901679050077,-6.35370980464555,NDUFB1
CPSF3,0.111709780448037,6.94870928383841,1.04275176771207,0.304308887836885,0.587047604373064,-6.73629310119733,CPSF3
INO80,-0.26758280069127,4.57884358734971,-1.04269372070745,0.304335396463462,0.587047604373064,-6.10916257022566,INO80
ELOA,-0.14213917482627,5.74445705516974,-1.0421487631576,0.304584343103898,0.5874055133142,-6.44639240384226,ELOA
CABLES2,0.221647351943936,5.22481582311399,1.04207374540362,0.304618623641861,0.5874055133142,-6.30811797444604,CABLES2
HIPK3,-0.188355640439005,7.61805468281229,-1.04838234842056,0.304947152339455,0.587924130748851,-6.9354926487643,HIPK3
PBRM1,-0.163828968602049,5.99381789710106,-1.04125029104913,0.304995089753416,0.587924130748851,-6.463340836393,PBRM1
PDK4,-0.561550349243509,2.17776079003869,-1.04142016565979,0.305038665648003,0.587924130748851,-5.48863025311731,PDK4
TRMT11,0.200817000880114,4.36016850599732,1.0410578752187,0.305083104681432,0.587924130748851,-6.06740644107014,TRMT11
PDGFB,-0.384340834321113,2.63677477541049,-1.04044842046093,0.305361997827177,0.588338812979925,-5.66422532776938,PDGFB
ACVR1C,-0.383665086870578,2.40766569918978,-1.04037386754745,0.305396126168926,0.588338812979925,-5.55155044850469,ACVR1C
LRP12,0.187268768929318,4.81092219790892,1.03995492530062,0.305587955912362,0.588614084842726,-6.15692912910898,LRP12
CEP72,0.297626403803844,3.13845883011356,1.03952142956402,0.305786537362687,0.588902271394882,-5.7344467689623,CEP72
CCDC69,0.483467707579063,2.06672915851425,1.03908732501039,0.306010660781219,0.589239548065277,-5.60446102445834,CCDC69
ZNF839,-0.273944843219629,3.27241326449994,-1.03888591483489,0.306077823769578,0.589274529610488,-5.80865229751549,ZNF839
AP2B1,0.129867739317185,7.48878690508074,1.03917240490421,0.306208950661309,0.58943262637701,-6.93597461405383,AP2B1
TMEM126A,0.196266122551985,4.52018079544143,1.03811970216372,0.306429270439166,0.589762335665203,-6.14301599993773,TMEM126A
